Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
278098,B001L330B6,AZ9SSH45TEPL5,"Kathleen A. Johnson ""Naw T""",0,1,5,1323648000,None broken and fast,"Same at the other candy cane I had purchased, they arrived fast and unbroken.  And worked perfect for the project I was making.  Thank you."
234612,B000KV7ZGQ,A122W2UUIAN426,"T. Agoston ""tawmbooks""",1,1,5,1252800000,Lasted 7 months with 55 lb. 3 year-old LabraDingo!,"Jack, our 3 year old LabraDoodle (I refer to him as a ""LabraDingo"" sometimes because he's so nutsy) really enjoyed this Jug -- our second one lasted 7 months of heavy use before the rubberized rope broke.  (Another reviewer suggested inserting a tennis ball into the now-ropeless jug in order to salvage it; I'll try that, but am not enamored with the idea of mixing a tennis ball with edible things).  It seems to be his favorite toy -- a good balance of enticement, challenge and reward.<br /><br />PRO:<br />Keeps our dog engaged.<br />Good price ($10 currently)<br /><br />CON:<br />It can be loud rolling around and crashing into things.<br />Hard plastic should be washed before use; unknown chemical safety.<br />Limited durability, but fine for the price.<br /><br />Net: I'm ordering our third!"
499059,B0005YX4B8,A1WSCQ9BKUP9AY,North to Alaska,0,1,1,1332374400,Broken!,"When I received this, along with several other items, I had grits everywhere! The packaging did not protect my grits. Now I am without my morning cheese grits for breakfast. I am going to try one more time."
278066,B000WFKI82,A3MVU8X8EC9VRT,brian0918,1,1,3,1298073600,None of our cats would touch it,"We have been transitioning our 4 cats over from the crap Purina makes to Wellness, and for most of the flavors, they love it. They like it much better than Friskies. Yesterday was the first time we tried the Salmon and Trout flavor, and absolutely none of them would touch it. They left it in their dishes all day and went hungry.<br /><br />I'll still give it 3 stars, because overall Wellness is better than anything else out there. Just be sure to test out the different flavors on your cats before committing to any bulk orders."
155950,B003EJCITK,AUAJ3Q9NETRJ7,"L. Holleman ""Happily Married!""",0,0,5,1318291200,This is a great snack!,"My husband & I bought these just to try, but were very impressed with the flavor & quality!! It has an awesome taste; we bought the Teriyaki Beef Steak Nuggets & highly recommend them to anyone that loves Teriyaki & beef jerky types of snacks. We bought a case for our son & his wife & they were thrilled....we did not know how much they already loved them! Highly recommended!"
542156,B001BDEI6W,A1QU8ZK6ZEH6BE,Kathleen Sales,2,2,1,1294185600,Formula change in July 2009 is a nightmare,"When I adopted my rescue lab/chow mix, Sammie, the shelter said she was eating Purina One Lamb and Rice. So that is what I kept feeding her without knowing what I know now that I have read this site. But it seemed ok - she had really hard poops sometimes but otherwise seemed great and her coat was soft and shiny, enough so that people commented on it. THEN after the formula change this year, the itching started and the poops became worse (hard more often.) She developed red spots in her ears and a yeast infection in each one.  Then her fur got rough, dusty looking and then started shedding more than anything I'd seen in the 2 years I had her. It seemed like she lost 1/2 her fur! The vets told me this was not likely the new food formula of her same food...well after hundreds of dollars of vet bills and a miserable summer for her all itchy all of the time, I decided to change her food. I picked Halo after talking to a friend who is in to nutrition (people and dogs.) I changed her over slowly - about 9 days. The itching and fur remained a problem...until the day she was only on Halo. Poof! No more itching - that very day no more itching. After a month her fur was shiny and soft but sparce (I'd added Halo's Dreamcoat supplement too.) After 2 months her fur is shinier, softer and more full and lush than ever. Her poops are regular like clockwork and soft - like they never were on Purina One. And she *loves* the food! (I do a mix of canned and kibble.) She has a passion for that food she never had for Purina One - even before the formula change. I wish I'd listened to my instincts and switched the food after the first symptoms! Whatever Purina did to that food is a nightmare.  Read about in on line - you'll see many people have had very bad results since the formula change last summer."
55258,B004650TGU,A3B9DLSFAQPA1,"Dr. Chris Ian Flowers ""Chris Flowers MD""",0,0,5,1350345600,KONA Coffee - Limited Edition,"Great coffee for Keurig minicup machines.<br />Poor harvest on the Big Island at Hawaii meamt a poor crop of beans on the hill above Kona, and now in limited supply.<br />Pure Kona coffee is heaven, but this is the next best.<br />Snagged the last 3 boxes of this from the merchant who delivered speedily and was well packaged"
339094,B000HJ7AIY,AOZY8KFZ2QDNQ,pilates lover,0,0,4,1344297600,Work well but be diligent,"We have been plagued with these moths on and off for a couple of years. I don't know exactly what brings them back, but the traps work well. I've tried others (one with a white disc instead of red) that barely caught one, but these will catch 50 or more! At one point, I thought they disappeared but I realized the traps were almost full and they just weren't flying around.<br />You must be diligent though, don't stop using them because you don't see anymore, wait until they are empty for a while. Don't put them too close to each other, a few feet works better. I have a small kitchen and I put one in the pantry and one on a shelf, one in my den and one in my living room. They don't just stay where they hatch so spread them around.<br /><br />I am hoping as my traps are getting less and less, this is it, but if not, I found this brand works the best. (Sometimes Home Depot has them a bit cheaper but the convenience is great here)"
119624,B000F9ZDKS,A3R0LSFIIWK5OI,Lynn Baker,0,0,4,1257206400,Green Bamboo Rice is very good,We enjoyed this rice very much. It has a very pretty green color and tasty...
23375,B000X9NRKS,A2TI0YM1YU3B69,Larry,0,0,5,1281398400,Better than Ears (Bacon Flavor),Our dog loves the taste of the product and it is much easier to digest than regular rawhide or pigs ears.
486318,B000E4ALI8,A1L4YI42QSXOY1,D. Segraves,0,0,4,1190160000,Give me GOOD and healthy over 'name brand' any day!,The flavor seems to vary from one pastry to the next.  I accredit that to 'natural'.  Apples have different tastes.  Without artificial flavor added it's all up to nature!  Dough/bread products are a favorite of mine anyway.  Each one is topped with cinnamon; another favorite of mine.  Eat and enjoy!
550352,B001SAXPEO,A39Y59C6FTC0GL,Christine,1,2,2,1247788800,"Love Kettle Chips, but not this flavor!",I was really looking forward to trying these chips since I love cheese but I was SUPER DISAPPOINTED! I am a big fan of Kettle Chips but these tasted somewhat stale and almost plain! They are supposed to have a cheddar taste but you cannot taste any of that...it's annoying. I do not recommend this flavor..salt and vinegar and buffalo bleu are my favorite.
107899,B002I7RWMW,A2U7JM0ZI03I7S,slowjoe69,0,0,5,1341014400,Kellogg's Frosted Flakes,"Frosted flakes is an excellent cereal, and you do not have to add sugar to it to make it taste good. The boxes were in perfect shape."
488272,B0013A0QXC,A1HWX9WKHM955,Tintin,3,3,1,1337212800,"I stop drinking senseo coffee,","Pretty soon its going to be cheaper to have your coffee at Starbuck than buying Senseo coffee pods<a href=""http://www.amazon.com/gp/product/B000UBH9YO"">Senseo Medium Roast Coffee, 18-Count Pods (Pack of 6)</a>"
165630,B001QE7J2G,A33YBKXF13A81D,"Koeeaddi ""shmuelman""",1,1,1,1219795200,"New formula (Aug, 2008) is no good","This was a fine food until some time in early August, 2008. I bought two bags, this formula for my old, 140 lb dog, and lamb meal and rice for my 1 year old. They had loose stools the entire time. My older dog finished his bag, and I switched him to Innova, the diarrhea cleared up immediately, so the argument that Canidae makes on the web site about needing to make a slow transition is at best specious. I will have to throw out the remaining food for my young dog, to get him back to normal. Investigate the very large number of complaints on the web about the new formula before exposing your pet to it."
491575,B002WWHY7G,A2GL2U7ZJKCDS2,Sally D Boyer,0,0,5,1302652800,LOVE THIS TEA!!!!!,I absolutely LOVE this tea!!!! I wish it was more readily available! The flavors a so wonderful together. It is a great sub for coffee! :-)
84790,B000ETAJZI,A3CGRPO7S8OQCA,Allison Abbe,0,0,1,1203292800,Not good,"I ordered these for my son (age 11). He doesn't like them at all. I thought they would be similar to the Kinnikinnick cookies we get at our local health food store, but they're not. These are rock hard and although sugary, otherwise have no flavor. We'll stick with the Kinnikinnicks. I'm just hoping maybe I can use these for making a cookie crumb crust."
62817,B000I1OLT2,A1OCYDSAOUTS7M,E. Glickman,1,1,5,1247184000,I really like this tea,"I really like this tea.  Its really nice iced and hot, and has a sweet aroma as you open the packages.  My grandmother went to morrocco and really liked the tea there, and even she thought that this was good stuff.  The only thing I have to say that's negative would be the box design makes it difficult to grab the packets from the little like half circle opening, just open up the back otherwise they get all messed up and you have to push your fingers and root around trying to grab one of them and then pull them out etc.  Really good tea for a really nice price.  Even though I just bought 6 boxes, I would buy this again for sure (me and my family have already gone through three, and I gave one away as a gift)."
487003,B000PDWBKO,A2L6M1YMZLXHRJ,HaleyDee,0,0,5,1330646400,GRRRRRRREAT!,"Awesome butter and salt flavors! It tastes just like the movie theater! Next time I think I will try the 2.5 ounce version. This completely fills up the whirly popper! For 2 people, this is a little much. It stores overnight in a Ziploc bag just fine. An excellent product, that I will purchase again! Also, for those of you looking for the movie theater super buttery popcorn, you may want to purchase some additional buttery topping."
298290,B002GWHATY,A2SIKBQYE4D27N,"Lori Wu ""lorispeak""",1,3,3,1276387200,good but lost flavor a lot quicker than expected,"This was really tasty when we first got it and opened the bag, but the flavor degraded into nothing within a week."
124680,B006DHJW2Q,AFO8FB74F8T1A,"Gary Bourassa ""gary""",1,1,5,1326240000,great  great  great,this product is great  and so is the company I had problem with the post office and they were right there to resolve the issue this is a great gift to yourself or to others
219713,B004D235V2,A3UCV2L9H3L6JE,Marty-san,0,0,5,1327708800,Cat loves  them,"My cat is fairly finicky with food so I was a little concerned when I ordered these. But, after the first few nibbles she was hooked and now looks forward to her daily treat...for how long, I don't know!"
430609,B0070SGNS8,A1TJT6GXDGNN8Q,Opinunated,1,1,4,1269129600,A Potent Hot Sauce - it should be in every kitchen. Far better than Tabasco. The 28oz is only a few cents more,"This hot sauce has become a staple in my kitchen and replaced my bottle of Tabasco. Like Tabasco - it is primarily a cayenne pepper delivery device. A few drops add a lot of heat to any dish. This is NOT a watered down hot sauce like Franks, etc.<br /><br />While Tabasco seems to impart mostly heat along with a vinegar note - this product has far more subtle tastes going on beyond the heat, yet the heat is considerable and dominates. It also lingers, on your taste buds, longer than Tabasco. There is a subtle sweetness with garlic notes to this sauce. While Tabasco can taste harsh if you add enough to a dish ---- this sauce, no matter how much you add, tastes fresh and just a bit sweet.<br /><br />I wanted to say in my review that this sauce had a hint of tomato yet there are no tomatoes listed on the ingredients. I suspect what I thought was tomato is simply the sun ripened chilies and the added sugar listed on the ingredients. But to be clear - heat - lingering heat - is the primary taste<br /><br />I like this product and I'd recommend its purchase but I'm not sure it rates 5 stars because the overall flavor does not seem, in any way, exceptional. There really is just one major taste evident and that is heat - and after that only a vague hint of something else which seems to be chiles, sugar and garlic. But chiles, sugar and garlic sure beats the vinegar aftertaste evidenced in Tabasco.<br /><br />For the $5.99 I paid locally for a 28 Oz bottle --- I'm glad to have it on hand.<br /><br />As another reviewer recommended - given the potency of this stuff - you probably only want to have a single bottle on hand. Larger quantities will deteriorate over time. I'd recommend you purchase this locally and not in the 2/3/6 packs offered on Amazon. I doubt many households will go through a bottle in a year. As I said: this is potent stuff.<br /><br />Update (July 2010) - a formal taste test<br /><br />I put 4 ounces of tomato juice into two glasses and progressively added 1/8 teaspoon of Tabasco or Huy Fong Sriracha into one of the two glasses until they both became too ""hot"" to taste<br /><br />Results: With Tabasco - with each added dose the juice became not only hotter but harsher. With the Huy Fong - it became hotter yet retained a very fresh but sweeter note"
17533,B0045Z6K50,AW66FN3V7MPDO,John from Far Away,0,0,4,1338508800,Smooooooth,"This is a great blend.  Smooth medium in strength, color and flavor.  Has a very nice flavor that isnt too strong or too weak.  Paul would be proud of this blend."
522553,B007TJGZ0Y,A128FLG3B0EOAB,"C. Agosta ""Avid reader""",0,0,5,1291680000,Yummy!  Yummy!,"This is a long time favorite keurig k-cup!  I have a big 20-oz. travel mug and I brew one of these with a very bold flavor, add my 1/2 and 1/2 and I'm great for the day!  The butter toffee mellows the strong flavor of the bold so I can have the best of both worlds.<br />This butter toffee flavor is also special on it's own!  A great flavor!"
163277,B000CQID1A,AZR55JSEMWB76,Mr. Marc H. Almond,10,11,4,1169337600,"Great snack,  great for lunches","These Slim Jim Original, 100-Count Box are great.  They taste great and kids love them.  They love them so much they will eat the entire box if left unguarded."
64772,B001EQ4QSG,A10BK26EN1YSZT,"...follower of Jesus ""...follower of Jesus""",5,9,1,1313712000,Dented can alert...,"Ordered over $1,000 worth of can goods for disaster prepardeness.  About 95% of all the cans had minor to major dents in them.  On phone with Amazon.com now to get this problem fixed.  House filled with boxes and dented cans.  Save yourself the trouble and go to store to buy can goods so that you can inspect them first.  UGH!!!"
99184,B003Y391DC,A1E6WTO7QS43TN,Jack's mom,6,6,5,1294963200,Best baby food ever!,"Our son is now 11 months old and we've been using this brand since he started baby food. The taste is as close to the real thing as possibly. Other brands seem watered down compared to Earth's Best. The texture is smooth and flavorful. I like that they have a large variety of HEALTHY options that combine a whole variety of fruits, vegetables, whole grains, and meats. In my opinion, there is no nutrition in mac and cheese so why bother giving it to them. They have different stages that seem to have been very appropriate for the eating abilities of my son."
31069,B007M83302,ACM6X1Q9R2K81,MedTech2009,0,0,5,1265414400,Amazing snack,Can't say enough about these chips.  They are only 3 Weight watchers points and are very satisfying.  Hard to believe they are healthy.  I like the portion control of single serve bags for myself and they are quick to pack in a lunch.  One of these bags is a lot more filling than a small bag of chips and taste even better.  I also bought the 3 ounce bags since my entire family loves these. Try these once and you will be hooked.
242162,B004UDWLBY,A3MC7O4NFU5AEL,midge54,2,2,5,1320019200,Minstrels are the BEST!,"Minstrels have such a distinct chocolate flavor--they are absoultely divine.  I typically have friends who are visiting England pick them up for me--once they have tried them, they rave about them, too! Thrilled that they are available on Amazon!!"
491727,B004772PJQ,A1WNGU5ZNDGF01,Don,0,0,4,1329004800,"I clicked ""Like""","It's a good tasting coffie, I all most didn't need to add any shugar. just don't tell my sister in-law or she might just drink it all."
171171,7310172001,A2UUO1GEFLV9H8,Puff,0,0,5,1191715200,Puff,This a wonderful treat.  my 3 Labs just love them.  very healthy and natural.  the small cubes are great for hiding in toys and a great mental challenge for the dogs  to figure out to get to the treats. I work in the animal field and every dog I have come across just gobbles them up. Just a few little cubes go a long way
401036,B0014AWBS4,A1OF3FC24XL72Y,Dino Spinella,0,0,5,1341273600,A great discovery,"My voice is my job. In the last months I felt a bit tired. My voice was a bit veiled. In some specialized Linkedin forums someone sayd this product is a sort of cure-all. So I bought it, but I was a bit skeptical. I was amazed by the positive effects on my voice. And now Throat coat tea is one of the most important working tools."
459658,B000LKTJUG,A2A7T7HIWTK2X7,W. Wilson,2,2,5,1322697600,High Quality Control = Loyal Customer,"I've been drinking Eden bagged teas since I saw them in a health food store in the 1990s.<br /><br />While the sencha and genmaicha are good (there are many brands of sencha out there, and I'm spoiled by the loose genmaicha from Tealuxe), in my opinion the Eden kukicha is outstanding. It's so good that I'm reluctant to try another bagged brand; however, I do look forward someday to trying the Eden loose kukicha tea.<br /><br />This Eden kukicha has the same very complex, earthy aroma and flavor that it had in the 1990s. I'm pleased that Eden has maintained high standards for this tea.<br /><br />Eden kukicha is almost impossible to ruin: I let water come to a good boil and steep the bag for at least 4-5 minutes.<br /><br />Enjoy!"
16946,B0051LNWPI,ALR03QGLPTXBP,Aidia,0,0,4,1348099200,Pitcher plant,I got this as a gift for my boyfriend cuz he really likes carnivorous plants. It arrived in good health and did very well until I gave it to my boyfriend. However he did not follow the instructions on how to water it and it died... Just be sure you only give it distilled water and it will be fine
47167,B005WKDBMM,AT1BK9RLD5SCC,Jolyn,1,1,5,1331510400,Pure quality coffee,"I highly recommend this coffee and the other brands from Cafe Pura Vida.  If you enjoy high quality pure coffee, it is in your best interest to enjoy try this for your home and office."
225664,B002ZX1U9A,A2E0KD7JOZ7Q7S,Steven J. Burkert,2,2,5,1250812800,Jean's Hazelnut K-cup,"This product is a great value.  It not only tastes great, but the price was substantailly less than their competitors."
456148,B003BJZMSM,A2UY5TRWQ8SLFC,"Candace D. Stokley ""Stokley""",0,0,5,1313020800,Light but Filling !!,"Excellent snack food to hold one over until the next meal. Very light but filling... I was amazed at how much is in one bag. I have not tried all the flavors yet but the ones I did I enjoyed. BBQ, Sea salt, Honey Mustard and the Salt & Vinegar were very good. I would like to have had a bit more flavor on the Salt and Vinegar but it was still tasty."
209639,B0048IAL8Q,AFSXI1Q2OVHV0,catchatter 7,0,0,5,1336435200,Would Anyone Like A Cookie?,"I must say these are tasty little cookies, but I knew that before I bought them through Amazon, because I bought them at my local Walmart.  But<br />I ended up buying them online, because Walmart stopped stocking them.  You have to like granola though or you won't like these.  Everything that is<br />in these cookies is good for you.  So they're a healthy alternative to those cookies that aren't good for you."
561842,B002WC8ERK,APTJKYCD1RW21,Donna,1,1,5,1318982400,Great Product!!,Great product for congested baby!<br />Certified organic  - Amazing product! A  must have!!<br />Smell is nice as well! Non greasy.<br />Great for all ages!
48133,B004SRH2B6,A2BKJB8P3BTWK1,EriLyn,7,11,5,1274140800,LOVING IT!,"I love the new Zico in a bottle!  To me, it tastes the most like real coconut water straight from the coconut.  Even when it was in tetra, Zico was my favorite (VitaCoco tastes like pure garbage and ONE isn't so great either) but I love that it is finally in a bottle so that I can take it with me to the gym and anywhere else I'm going.<br /><br />Can't wait to try the other flavors!!"
524121,B004JGQ15E,A2TO2BN3P4C00L,Music Fan Jeff,0,0,4,1304467200,"good crunch, a little too sweet","I quite liked this product, but cannot give it five stars primarily for two reasons:<br /><br />1.  The chocolate flavor is a little too subtle.  It would be better if the chocolate was darker/bittersweet to counterbalance the caramel.<br /><br />2.  Even for my sweet tooth, I find this product a little too sweet.  Every kernel of popcorn is entirely covered with caramel and then drizzled with some cocoa mixture.  To give you an idea, each 30 gram bag of this product has 18 grams of sugars.<br /><br />Still, if I were in the mood for a sweet popcorn snack, I would consider purchasing this brand."
120119,B001CCVP2M,A1X8VYZR1QTJ6P,TINAZ,1,1,5,1234569600,MY DOG'S FAVORITE TOY!,My yellow lab absolutely loves this toy!  It is a great size for larger dogs. Out of the many toys he has this is his favorite bar none.  He takes it with him everywhere...even to bed with him at night.  It has lots of squeekies and a grunter in the center.  It is machine washable.  I've washed it a couple of times already. I've had it for about 6 months and it has remained intact except for the ears that my lab surgically removed.
218310,B001FXPNY4,A3P8U2LGY6FH49,Sam Town,0,1,5,1314662400,Taste is great!,"I love this cereal and any other Kay's Naturals products. I have tried their cereals, Almond Bites and Crackers. They offer a great taste and perfect balance of carbs, fat and protein. The almond taste is just enough. Team it up with almond milk and you've got an awesome bowl of cereal."
544588,B001P3PR54,A34CZVQFV7S3CI,K. Cheng,0,0,5,1260403200,C.E.T. Enzymatic Oral Hygiene Chews whitens my dog's teeth,My pomeranean loves this C.E.T. chews and her teeth get whitened. Her vet praised on how well her teeth were taken care of after I use the C.E.T. chews and toothpaste.
145206,B006N3HYDE,A2UROSYBCMCYWX,pat,0,0,5,1337299200,Very good,I enjoyed the flavor of the tea not too over powering. The item arrived very quikly. Definitely would order again.
275074,B0026HG4WS,A3VLJ6G10JMS70,mother of two,0,0,5,1305072000,very cute!,very cute little bees to decorate the cake I made for my 1 y.o. birthday party.everybody was making nice comments on them...ah! they taste really good too:-)
520281,B001DZVVRW,A1IKADQUDXT1KH,J. Pence,1,2,5,1224460800,Dogs go Wild!,"Every time I go near the packet of Fruitables (any flavor) my two dogs (both Bichons) go wild!  They LOVE all of the flavors. I highly recommend this ""treat""!"
55011,B000IHJEDE,A2SKZZZBV1XYWP,Sledman,1,1,3,1344211200,"Low Carb Snack, High Sodium","I got these when I was on the Atkins diet as a snack. They are very cheesy, and very very salty. At first they were delicious , especially after eating low carb for a few weeks. They have a great crunch, and are lightly seasoned. But after 4-5 bags they started to make me nauseous, just to rich and salty. The bags are very small, but since the chips/pucks are so rich I couldn't imagine eating more then whats in each bag in one serving."
344382,B0026KNQSA,A3AZI828WJN1CD,Becky (beckygardens),0,0,3,1328054400,Really sweet but sort of tasty,"At 100 calories a bag these are a nice substitute for that afternoon craving of crunchy chips. The popchips give a nice satisfying crunch, and I would not have know they weren't fried. They have the nice mouth-feel of a fried chip, they don't taste baked or rice cracker-ish. The only off putting problem I had was these are really sweet. I don't mean sweet potato sweet, I mean eating a salty sugar cube sweet. I checked and the carb count isn't bad, there are only 2 grams of sugar, but these have a weird sweet taste and a strange after taste. If you like the sweet salty trend, the salted caramel or bacon sweets, you'll probably really like these, I prefer a more savory crunchy snack."
54964,B000IHJEDE,A3L6XHA5FVMN16,Michael P. Lenahan,0,0,5,1259798400,cheese snack,"OK price good service, I really like these they taste just like a grill cheeese sandwich."
167330,B007PE7ANY,A36PFPY4O3E1DV,C. Fernandes,1,2,5,1342137600,Nut-elicious!,"I rarely give 5 stars for any review, but this snack is really good. I love nuts and I'm trying to cut down on sugar. This bar is perfect for that.<br />And it really tastes pretty good. I wouldn't have guessed that it had so little sugar (less than 5g).<br />The only slight surprise is the 210 calories - a little on the high side. But still I highly recommend trying this out."
541833,B000FKQD42,A39SBNGGEYSF12,Margot Linebarger,0,0,5,1172275200,Altoids Ginger Mints,I hadn't been able to find the mints at any local store and was pleasantly surprised to find them on line where I'll probably be ordering from now on.
416937,B000RRG0ZU,A2E3WMF9RWW2X2,K. Duvall,3,3,5,1203638400,Great snack for kids.,"My kids love these bars!  They are soft, chewy and very sweet.  They prefer the pear flavors over the apple based ones.  Amazon has an ok price, only save $.09 per bar here over my local grocery.  But, it is very convenient to have them delivered!  Great snack for on the go to get more fruit in the kids."
493143,B003TC7WN4,AVWTLFMCTFKW1,Crazy Mama to 3,0,0,4,1297296000,Decent coffee but I wasnt wowed!,I thought that because of the name attached that I would be wow-ed...its just a good average coffee nothing spectacular.
198861,B001EQ5NLU,A3SIHB0TA0DN1J,Julia E.,1,4,1,1320710400,STOP alling it Baon Flavor!!!,NO flavor of bacon is represented in this Spam whatsoever!!!!Do NOT buy it as it's nothing more than the regular Spam!!!!
294436,B001SAXVFM,A2U2L38QB1PHWV,tiana,0,0,5,1329350400,Great tasting coffee,We ordered this coffee because of the great customer reviews on Amazon. We were not disappointed! This is a very smooth and delicious tasting coffee. Would definitely order again.
385058,B001IZ8AAI,A34IP6BSQHTOR6,jonnydabney,2,2,5,1315526400,chewing gum,"the Freedent is a good price and a good product, I don't chew gum, but my I buy freedent for my wife. cause it is getting harder to find the freedent in the local stores, so I buy a few months supply,  in exchange, she buys me peanuts. good product"
106282,B00264TMWU,A1NLP7U3ZOPTT7,Sally Robertson,0,0,5,1318982400,Great Food,Best food on the market and he prefers it to other dry food choices.  No corn or gluten - tasty and healthy.  It is worth the extra cost.
142569,B0025UB2BE,A2O8HS10MV08RN,Lisa D. King,0,0,5,1310601600,Love these colors,"I love the metallic and sheen colors.  In a photo, the items airbrushed with the silver and gold look real.  The sheen really kicks the color up a notch."
462934,B000CQG8AS,AIFGUCOUOOFJ3,jilly,0,0,5,1310601600,"Great, soothing tea","This is a great soothing tea. For those who aren't wild about the taste of green tea, I think that the addition of the white tea mellows it out a bit. Both teas are high in antioxidants, with white tea more so than the green. Great tasting & healthy, two for one!"
331017,B001D0676C,AY0J333WSGCVD,Mom of 3 sons,0,0,4,1332547200,Best one I have found so far...,"I have tried a few other brands but this one tastes the most like regular pizza crust. The only thing I think it could use is some salt for flavor, as it is rather bland, so I will add maybe 1/2 tsp or more of salt the next time. Could even add some oregano or garlic powder to the dough mix to give it more flavor."
53482,B001E5E0A6,A368D36CLX4YJB,"Miss Aloha ""loves a bargain!""",0,1,5,1307491200,Perfect for mom and her little guy!,"These are delicious and a perfect on-the-go snack for me and my little boy. I love the texture -- a little firm around the edges and soft in the middle -- and the filling is sweet, but not overpowering. I've compared the nutritional facts with a few popular organic or specialty-kids' fruit bars, and these have less sugar (and no high fructose corn syrup) and more fiber. Of course, it's still processed food, but overall, it's pretty healthy, tastes great, and is an affordable quick snack."
274946,B00141OY4W,AB586YOJ2UB17,"The Maven ""The Maven""",1,1,5,1211155200,A must have,These are a MUST HAVE! My dog LOVES these and she<br />would live on them if I let her.<br />They are all natural nothing in them except real<br />apple and real chicken.<br />Try the banana ones too!!<br />You & your dog won't be sorry.
221638,B000PL5VQM,A207OL4M52D2TW,B. Murray,3,3,5,1184976000,Addictive,Bright and refreshing.  Not too sweet and not too tart.<br />Really perks up breakfast.
63064,B0051O6QTE,A2DOQ9ERI5ELAZ,Jessica,0,0,5,1332374400,Finally a treat my cats will eat!,"I didn't know these came in Salmon - we had been buying the Rabbit ones and all kitties unanimously loved them so I thought we'd try these ones - and again it was a clean sweep - everyone went crazy and meowed for more!  Best of all they are only one calorie - so my ""catkids"" don't get any fatter - LOL!  Natural Balance pet foods are our favorite!"
556717,B000H0ZJHW,A3UCHPLO3XEAXE,Angela,28,28,5,1348185600,love the natural ingredients!,"I only feed my dog organic products treats and I love the ingredients in these treats.  Even better, my dogs love them too.  They are small and perfect for training.  Although I think they smell repulsive my labs cannot get enough of them.  They will harden over time, they are super-moist to begin with.  But I have found that they stay fresh much longer if you keep them in the refrigerator<br /><br />I also recommend the american chicken jerky that comes with the skin and coat optimizer, <a href=""http://www.amazon.com/gp/product/B0093W6YCE"">K9 Showstopper (Unflavored) 4 Lbs. + Free American Chicken Jerky - 3 Oz.</a>.  Another favorite in this household, they go crazy when they see the bag.  The jerky does come in much bigger pieces but they are easy to break into two, which I usually do and share half with each dog.  Now if I only watched my own diet as much as I did my dogs, I may actually get somewhere, lol.<br /><br />One thing is for sure, Amazon definitely has the best prices for pet treats and supplies.  I've seen these products at the store marked up almost double!  Cannot say that about everything Amazon carries but for these categories they seem to have cornered the market."
72487,B001EPPKXW,A3AXFL3SZP4XD0,"Mary L., Hinton",2,3,4,1288915200,Very good taste and good price.,These peppers have a really good taste and are convenient it this size because we use a lot.
22103,B000KV61FC,A2GVLNGJZEWBH4,James Bergstrand,0,0,5,1209081600,The most durable toy so far...,"I had to review this toy because it is one of VERY few that has not been destroyed within days (sometimes minutes).  Very good durability - the rattling of treats in the jar and the difficulty of getting to them perplexed my golden mix.  She likes this toy, but still prefers her treat-dispensing ball as she has become a master at rolling it to extract the treats.  I give the product 4.5 stars (but I rounded up) for standing up to the first two days of her chewing and trying to get the treats out without solving the puzzle.  It loses a half star because she generally gets disinterested after a few minutes of not being able to get treats out.  She does like to carry it around though!  Great toy overall!"
322839,B000VBSL3Q,ABJNCFD48KB8,Warren W. Wiley,3,3,5,1328313600,Truly delightful!  One of the best!,"We have tried many premiium olive oils and this is among the very best. There is another oil we also enjoy but it has a different flavor. This oil has a distinctive nutty/fruity flavor we really enjoy. I sometimes take a teaspoon of it to savor as you do a sip of nice wine. Crush  garlic into a small jar of it and drizzle  over  fresh green salad.<br />Wonderful stuff at a fair price.<br />Remember, they have been cold pressing olives in Spain for hundreds and hundreds of years. As you might expect....by now they know how to do it!!"
251641,B001SITYJ6,ADO80R1HF25SC,AureliaNantucket,0,1,5,1342137600,Best mass marketed dried meat product ON EARTH,"I'm normally rather ""meh"" about beef jerky and similar products (e.g. slim jims and their ilk), but Jack Links are always good, and the sweet and hot variety, for whatever reason, is AMAZING.  So many other varieties of beef jerky are like dry, stale wood chips that you can break your teeth on.  These have an incredible texture, with many huge cuts of meat that are still tender and moist in the center.  They still have the jaw workout that sort of defines beef jerky, but unlike so many other brands they're still recognizable as meat, and good meat at that.  The flavor is much as advertised, which may be a bit too spicy for some, but I love it.  It's heat that very slowly builds, so if you ate a couple of pieces you might not feel it, but after downing a full package you'll be reaching for a vanilla frappe.  The unfortunate thing is that they're hard to find where I live (Cape Cod/Rhode Island), the only place that routinely stocks is Cumberland Farms, and sad to say they seem to have been disappearing even from there.  It will be a real shame if they're discontinued, as in a mass produced snack world full of mediocre, predictable, unsatisfying fodder, Jack Links sweet and hot is the sort of thing you can make a satisfying meal of."
357460,B005H5ZOEU,A1X485UQ05E1LQ,kenders,1,1,5,1326412800,For every 70's sci-fi movie buff,"Gift for my husband...and he chuckled all day about this box of Soylent Green.  Even though they are just green crackers, he won't eat them (can we really trust it?).  I have had the box just sitting on my counter for the past few weeks (what do I do with a box of crackers that won't be eaten?) and a few people have noticed and broke out into gasps.  That has been fun - the reaction to a box of Soylent Green in my kitchen by the unsuspecting passer-by.  Well worth the money, the most talked about gift of the holiday season!"
